0.06.260.211 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.06.260.443 I srv          init: The UI is disabled
0.06.260.444 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.06.269.783 I srv    load_model: loading model '<LOCAL_RUNTIME>\models\Qwen3.5-4B-Q4_K_M.gguf'
0.08.266.918 I cmn          init: llama threadpool init, n_threads = 6
0.08.362.689 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.08.362.845 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.08.369.504 I srv  llama_server: model loaded
0.08.369.519 I srv  llama_server: listening on http://127.0.0.1:18085
8.48.671.218 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
10.38.372.345 I slot print_timing: id  0 | task 6430 |       total time =    3425.68 ms /  1683 tokens
10.38.372.347 I slot print_timing: id  0 | task 6430 |    graphs reused =       6433
10.38.372.486 I slot      release: id  0 | task 6430 | stop processing: n_tokens = 1682, truncated = 0
10.38.399.519 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 632115596
10.38.400.081 I slot launch_slot_: id  0 | task 6633 | processing task, is_child = 0
10.41.740.033 I slot print_timing: id  0 | task 6633 | prompt eval time =     902.36 ms /  1754 tokens (    0.51 ms per token,  1943.78 tokens per second)
10.41.740.044 I slot print_timing: id  0 | task 6633 |        eval time =    2437.57 ms /   148 tokens (   16.58 ms per token,    60.31 tokens per second)
10.41.740.045 I slot print_timing: id  0 | task 6633 |       total time =    3339.93 ms /  1902 tokens
10.41.740.047 I slot print_timing: id  0 | task 6633 |    graphs reused =       6582
10.41.740.205 I slot      release: id  0 | task 6633 | stop processing: n_tokens = 1901, truncated = 0
10.41.812.882 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 635483315
10.41.813.245 I slot launch_slot_: id  0 | task 6788 | processing task, is_child = 0
10.44.034.433 I slot print_timing: id  0 | task 6788 | prompt eval time =     636.04 ms /  1398 tokens (    0.45 ms per token,  2197.98 tokens per second)
10.44.034.444 I slot print_timing: id  0 | task 6788 |        eval time =    1585.12 ms /   124 tokens (   12.89 ms per token,    77.60 tokens per second)
10.44.034.447 I slot print_timing: id  0 | task 6788 |       total time =    2221.16 ms /  1522 tokens
10.44.034.450 I slot print_timing: id  0 | task 6788 |    graphs reused =       6707
10.44.034.596 I slot      release: id  0 | task 6788 | stop processing: n_tokens = 1521, truncated = 0
10.44.043.795 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 637777706
10.44.044.428 I slot launch_slot_: id  0 | task 6918 | processing task, is_child = 0
10.47.333.982 I slot print_timing: id  0 | task 6918 | prompt eval time =     803.89 ms /  1592 tokens (    0.50 ms per token,  1980.36 tokens per second)
10.47.333.997 I slot print_timing: id  0 | task 6918 |        eval time =    2485.62 ms /   146 tokens (   17.14 ms per token,    58.34 tokens per second)
10.47.333.999 I slot print_timing: id  0 | task 6918 |       total time =    3289.52 ms /  1738 tokens
10.47.334.022 I slot print_timing: id  0 | task 6918 |    graphs reused =       6854
10.47.334.258 I slot      release: id  0 | task 6918 | stop processing: n_tokens = 1737, truncated = 0
10.47.374.859 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 641077369
10.47.375.411 I slot launch_slot_: id  0 | task 7070 | processing task, is_child = 0
10.51.243.952 I slot print_timing: id  0 | task 7070 | n_gen =    233, tg =  77.31 t/s, tg_3s =  77.64 t/s
10.51.445.854 I slot print_timing: id  0 | task 7070 | prompt eval time =     867.67 ms /  1620 tokens (    0.54 ms per token,  1867.08 tokens per second)
10.51.445.863 I slot print_timing: id  0 | task 7070 |        eval time =    3202.74 ms /   251 tokens (   12.81 ms per token,    78.06 tokens per second)
10.51.445.865 I slot print_timing: id  0 | task 7070 |       total time =    4070.41 ms /  1871 tokens
10.51.445.866 I slot print_timing: id  0 | task 7070 |    graphs reused =       7106
10.51.445.974 I slot      release: id  0 | task 7070 | stop processing: n_tokens = 1870, truncated = 0
10.51.454.539 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 645189084
10.51.455.168 I slot launch_slot_: id  0 | task 7327 | processing task, is_child = 0
10.54.320.064 I slot print_timing: id  0 | task 7327 | prompt eval time =     857.04 ms /  1941 tokens (    0.44 ms per token,  2264.76 tokens per second)
10.54.320.073 I slot print_timing: id  0 | task 7327 |        eval time =    2007.83 ms /   148 tokens (   13.66 ms per token,    73.21 tokens per second)
10.54.320.074 I slot print_timing: id  0 | task 7327 |       total time =    2864.87 ms /  2089 tokens
10.54.320.075 I slot print_timing: id  0 | task 7327 |    graphs reused =       7256
10.54.320.207 I slot      release: id  0 | task 7327 | stop processing: n_tokens = 2088, truncated = 0
10.54.403.592 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 648063317
10.54.403.854 I slot launch_slot_: id  0 | task 7482 | processing task, is_child = 0
10.58.141.766 I slot print_timing: id  0 | task 7482 | n_gen =    259, tg =  85.69 t/s, tg_3s =  86.03 t/s
10.59.675.239 I slot print_timing: id  0 | task 7482 | prompt eval time =     727.14 ms /  1577 tokens (    0.46 ms per token,  2168.76 tokens per second)
10.59.675.249 I slot print_timing: id  0 | task 7482 |        eval time =    4544.22 ms /   383 tokens (   11.90 ms per token,    84.06 tokens per second)
10.59.675.250 I slot print_timing: id  0 | task 7482 |       total time =    5271.36 ms /  1960 tokens
10.59.675.251 I slot print_timing: id  0 | task 7482 |    graphs reused =       7639
10.59.675.398 I slot      release: id  0 | task 7482 | stop processing: n_tokens = 1959, truncated = 0
10.59.689.079 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 653418508
10.59.689.605 I slot launch_slot_: id  0 | task 7871 | processing task, is_child = 0
11.02.634.355 I slot print_timing: id  0 | task 7871 | prompt eval time =     956.12 ms /  2030 tokens (    0.47 ms per token,  2123.16 tokens per second)
11.02.634.366 I slot print_timing: id  0 | task 7871 |        eval time =    1988.61 ms /   149 tokens (   13.44 ms per token,    74.42 tokens per second)
11.02.634.368 I slot print_timing: id  0 | task 7871 |       total time =    2944.73 ms /  2179 tokens
11.02.634.369 I slot print_timing: id  0 | task 7871 |    graphs reused =       7790
11.02.634.516 I slot      release: id  0 | task 7871 | stop processing: n_tokens = 2178, truncated = 0
11.02.719.338 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 656377626
11.02.719.544 I slot launch_slot_: id  0 | task 8027 | processing task, is_child = 0
11.06.481.131 I slot print_timing: id  0 | task 8027 | n_gen =    237, tg =  78.40 t/s, tg_3s =  78.74 t/s
11.06.989.663 I slot print_timing: id  0 | task 8027 | prompt eval time =     751.54 ms /  1546 tokens (    0.49 ms per token,  2057.11 tokens per second)
11.06.989.673 I slot print_timing: id  0 | task 8027 |        eval time =    3518.56 ms /   278 tokens (   12.70 ms per token,    78.73 tokens per second)
11.06.989.675 I slot print_timing: id  0 | task 8027 |       total time =    4270.10 ms /  1824 tokens
11.06.989.676 I slot print_timing: id  0 | task 8027 |    graphs reused =       8068
11.06.989.799 I slot      release: id  0 | task 8027 | stop processing: n_tokens = 1823, truncated = 0
11.06.999.932 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 660732909
11.07.000.474 I slot launch_slot_: id  0 | task 8311 | processing task, is_child = 0
11.10.108.646 I slot print_timing: id  0 | task 8311 | prompt eval time =     940.43 ms /  1894 tokens (    0.50 ms per token,  2013.98 tokens per second)
11.10.108.657 I slot print_timing: id  0 | task 8311 |        eval time =    2167.72 ms /   152 tokens (   14.36 ms per token,    69.66 tokens per second)
11.10.108.659 I slot print_timing: id  0 | task 8311 |       total time =    3108.15 ms /  2046 tokens
11.10.108.660 I slot print_timing: id  0 | task 8311 |    graphs reused =       8222
11.10.108.824 I slot      release: id  0 | task 8311 | stop processing: n_tokens = 2045, truncated = 0
11.10.175.677 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 663851934
11.10.175.941 I slot launch_slot_: id  0 | task 8470 | processing task, is_child = 0
11.13.310.758 I slot print_timing: id  0 | task 8470 | prompt eval time =     646.44 ms /  1462 tokens (    0.44 ms per token,  2261.62 tokens per second)
11.13.310.768 I slot print_timing: id  0 | task 8470 |        eval time =    2488.36 ms /   194 tokens (   12.89 ms per token,    77.56 tokens per second)
11.13.310.771 I slot print_timing: id  0 | task 8470 |       total time =    3134.80 ms /  1656 tokens
11.13.310.772 I slot print_timing: id  0 | task 8470 |    graphs reused =       8416
11.13.310.883 I slot      release: id  0 | task 8470 | stop processing: n_tokens = 1655, truncated = 0
11.13.319.798 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 667053993
11.13.320.325 I slot launch_slot_: id  0 | task 8670 | processing task, is_child = 0
11.16.115.582 I slot print_timing: id  0 | task 8670 | prompt eval time =     842.50 ms /  1726 tokens (    0.49 ms per token,  2048.67 tokens per second)
11.16.115.590 I slot print_timing: id  0 | task 8670 |        eval time =    1952.74 ms /   152 tokens (   12.93 ms per token,    77.33 tokens per second)
11.16.115.592 I slot print_timing: id  0 | task 8670 |       total time =    2795.23 ms /  1878 tokens
11.16.115.593 I slot print_timing: id  0 | task 8670 |    graphs reused =       8569
11.16.115.740 I slot      release: id  0 | task 8670 | stop processing: n_tokens = 1877, truncated = 0
11.16.224.315 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 669858850
11.16.224.593 I slot launch_slot_: id  0 | task 8829 | processing task, is_child = 0
11.19.811.828 I slot print_timing: id  0 | task 8829 | prompt eval time =     708.04 ms /  1576 tokens (    0.45 ms per token,  2225.87 tokens per second)
11.19.811.842 I slot print_timing: id  0 | task 8829 |        eval time =    2879.17 ms /   210 tokens (   13.78 ms per token,    72.59 tokens per second)
11.19.811.843 I slot print_timing: id  0 | task 8829 |       total time =    3587.21 ms /  1786 tokens
11.19.811.846 I slot print_timing: id  0 | task 8829 |    graphs reused =       8780
11.19.811.951 I slot      release: id  0 | task 8829 | stop processing: n_tokens = 1785, truncated = 0
11.19.821.701 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 673555061
11.19.822.257 I slot launch_slot_: id  0 | task 9045 | processing task, is_child = 0
11.22.575.499 I slot print_timing: id  0 | task 9045 | prompt eval time =     819.60 ms /  1856 tokens (    0.44 ms per token,  2264.51 tokens per second)
11.22.575.509 I slot print_timing: id  0 | task 9045 |        eval time =    1933.62 ms /   148 tokens (   13.15 ms per token,    76.02 tokens per second)
11.22.575.510 I slot print_timing: id  0 | task 9045 |       total time =    2753.22 ms /  2004 tokens
11.22.575.511 I slot print_timing: id  0 | task 9045 |    graphs reused =       8930
11.22.575.656 I slot      release: id  0 | task 9045 | stop processing: n_tokens = 2003, truncated = 0
11.22.647.351 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 676318766
11.22.647.651 I slot launch_slot_: id  0 | task 9200 | processing task, is_child = 0
11.25.580.074 I slot print_timing: id  0 | task 9200 | prompt eval time =     658.12 ms /  1485 tokens (    0.44 ms per token,  2256.42 tokens per second)
11.25.580.083 I slot print_timing: id  0 | task 9200 |        eval time =    2274.28 ms /   204 tokens (   11.20 ms per token,    89.26 tokens per second)
11.25.580.084 I slot print_timing: id  0 | task 9200 |       total time =    2932.40 ms /  1689 tokens
11.25.580.085 I slot print_timing: id  0 | task 9200 |    graphs reused =       9134
11.25.580.199 I slot      release: id  0 | task 9200 | stop processing: n_tokens = 1688, truncated = 0
11.25.589.015 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 679323309
11.25.589.538 I slot launch_slot_: id  0 | task 9410 | processing task, is_child = 0
11.28.162.853 I slot print_timing: id  0 | task 9410 | prompt eval time =     759.43 ms /  1759 tokens (    0.43 ms per token,  2316.22 tokens per second)
11.28.162.865 I slot print_timing: id  0 | task 9410 |        eval time =    1813.86 ms /   147 tokens (   12.42 ms per token,    80.49 tokens per second)
11.28.162.867 I slot print_timing: id  0 | task 9410 |       total time =    2573.29 ms /  1906 tokens
11.28.162.869 I slot print_timing: id  0 | task 9410 |    graphs reused =       9282
11.28.163.025 I slot      release: id  0 | task 9410 | stop processing: n_tokens = 1905, truncated = 0
11.28.241.667 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 681906135
11.28.241.919 I slot launch_slot_: id  0 | task 9564 | processing task, is_child = 0
11.31.925.469 I slot print_timing: id  0 | task 9564 | n_gen =    268, tg =  88.73 t/s, tg_3s =  89.06 t/s
11.32.530.521 I slot print_timing: id  0 | task 9564 | prompt eval time =     674.33 ms /  1547 tokens (    0.44 ms per token,  2294.12 tokens per second)
11.32.530.530 I slot print_timing: id  0 | task 9564 |        eval time =    3614.25 ms /   322 tokens (   11.26 ms per token,    88.82 tokens per second)
11.32.530.531 I slot print_timing: id  0 | task 9564 |       total time =    4288.58 ms /  1869 tokens
11.32.530.532 I slot print_timing: id  0 | task 9564 |    graphs reused =       9604
11.32.530.645 I slot      release: id  0 | task 9564 | stop processing: n_tokens = 1868, truncated = 0
11.32.539.648 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 686273755
11.32.540.167 I slot launch_slot_: id  0 | task 9892 | processing task, is_child = 0
11.35.370.642 I slot print_timing: id  0 | task 9892 | prompt eval time =     838.99 ms /  1939 tokens (    0.43 ms per token,  2311.11 tokens per second)
11.35.370.651 I slot print_timing: id  0 | task 9892 |        eval time =    1991.46 ms /   150 tokens (   13.37 ms per token,    74.82 tokens per second)
11.35.370.652 I slot print_timing: id  0 | task 9892 |       total time =    2830.45 ms /  2089 tokens
11.35.370.653 I slot print_timing: id  0 | task 9892 |    graphs reused =       9756
11.35.370.805 I slot      release: id  0 | task 9892 | stop processing: n_tokens = 2088, truncated = 0
11.35.415.886 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 689113915
11.35.416.159 I slot launch_slot_: id  0 | task 10049 | processing task, is_child = 0
11.38.243.451 I slot print_timing: id  0 | task 10049 | prompt eval time =     698.28 ms /  1401 tokens (    0.50 ms per token,  2006.36 tokens per second)
11.38.243.462 I slot print_timing: id  0 | task 10049 |        eval time =    2128.99 ms /   160 tokens (   13.39 ms per token,    74.68 tokens per second)
11.38.243.464 I slot print_timing: id  0 | task 10049 |       total time =    2827.27 ms /  1561 tokens
11.38.243.466 I slot print_timing: id  0 | task 10049 |    graphs reused =       9916
11.38.243.587 I slot      release: id  0 | task 10049 | stop processing: n_tokens = 1560, truncated = 0
11.38.254.555 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 691986697
11.38.255.122 I slot launch_slot_: id  0 | task 10215 | processing task, is_child = 0
11.41.243.498 I slot print_timing: id  0 | task 10215 | prompt eval time =     773.15 ms /  1632 tokens (    0.47 ms per token,  2110.84 tokens per second)
11.41.243.511 I slot print_timing: id  0 | task 10215 |        eval time =    2215.20 ms /   152 tokens (   14.67 ms per token,    68.17 tokens per second)
11.41.243.512 I slot print_timing: id  0 | task 10215 |       total time =    2988.35 ms /  1784 tokens
11.41.243.513 I slot print_timing: id  0 | task 10215 |    graphs reused =      10069
11.41.243.651 I slot      release: id  0 | task 10215 | stop processing: n_tokens = 1783, truncated = 0
11.41.257.224 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 694986761
11.41.257.631 I slot launch_slot_: id  0 | task 10373 | processing task, is_child = 0
11.44.517.540 I slot print_timing: id  0 | task 10373 | prompt eval time =     972.68 ms /  1474 tokens (    0.66 ms per token,  1515.40 tokens per second)
11.44.517.552 I slot print_timing: id  0 | task 10373 |        eval time =    2287.20 ms /   193 tokens (   11.91 ms per token,    83.95 tokens per second)
11.44.517.553 I slot print_timing: id  0 | task 10373 |       total time =    3259.88 ms /  1667 tokens
11.44.517.554 I slot print_timing: id  0 | task 10373 |    graphs reused =      10262
11.44.517.678 I slot      release: id  0 | task 10373 | stop processing: n_tokens = 1666, truncated = 0
